,applicant_id,Primary_applicant_age_in_years,Years_at_current_residence,Months_loan_taken_for,Principal_loan_amount,Marital_status,Savings_account_balance,Purpose,Property,Loan_history,gen_house,high_risk_applicant
773,1730881,52,4,24,2223000,single,Medium,electronic equipment,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
774,1687239,66,4,12,1480000,single,High,new vehicle,car or other,critical/pending loans at other banks,male & for free,0
775,1291883,25,4,24,1371000,divorced/separated/married,Low,new vehicle,real estate,existing loans paid back duly till now,female & rent,1
776,1876616,37,4,36,3535000,single,Low,new vehicle,car or other,critical/pending loans at other banks,male & own,0
777,1888544,25,1,18,3509000,divorced/separated/married,Low,electronic equipment,real estate,existing loans paid back duly till now,female & own,0
778,1185509,38,2,36,5711000,single,Very high,used vehicle,car or other,critical/pending loans at other banks,male & own,0
779,1114818,67,4,18,3872000,divorced/separated/married,Low,repair costs,car or other,existing loans paid back duly till now,female & own,0
780,1410684,25,2,39,4933000,single,Low,electronic equipment,real estate,critical/pending loans at other banks,male & own,1
781,1129775,60,4,24,1940000,single,Very high,new vehicle,real estate,critical/pending loans at other banks,male & own,0
782,1113703,31,2,12,1410000,single,Low,career development,real estate,no loans taken/all loans paid back duly,male & own,0
783,1458796,23,2,12,836000,divorced/separated/married,Medium,new vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,female & own,1
784,1859102,60,4,20,6468000,divorced/separated,Low,used vehicle,real estate,existing loans paid back duly till now,male & own,0
785,1105364,35,2,18,1941000,single,Very high,business,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
786,1552102,40,4,22,2675000,single,High,electronic equipment,car or other,existing loans paid back duly till now,male & own,0
787,1768642,38,3,48,2751000,single,Low,used vehicle,car or other,critical/pending loans at other banks,male & own,0
788,1545112,50,4,48,6224000,single,Low,education,car or other,delay in paying off loans in the past,male & for free,1
789,1617637,27,3,40,5998000,single,Low,education,car or other,critical/pending loans at other banks,male & own,1
790,1569484,39,4,21,1188000,divorced/separated/married,Low,business,building society savings agreement/life insurance,existing loans paid back duly till now,female & own,1
791,1372040,41,4,24,6313000,single,Low,used vehicle,car or other,existing loans paid back duly till now,male & own,0
792,1889303,27,2,6,1221000,married/widowed,Low,FF&E,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
793,1414229,51,4,24,2892000,divorced/separated,Low,FF&E,car or other,existing loans paid back duly till now,male & for free,0
794,1251047,32,3,24,3062000,single,High,FF&E,car or other,existing loans paid back duly till now,male & rent,0
795,1755345,22,4,9,2301000,divorced/separated/married,Medium,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,female & rent,0
796,1228039,51,4,18,7511000,single,Low,used vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,male & for free,1
797,1675569,22,4,12,1258000,divorced/separated/married,Low,FF&E,building society savings agreement/life insurance,critical/pending loans at other banks,female & rent,0
798,1258889,54,4,24,717000,married/widowed,Low,new vehicle,car or other,delay in paying off loans in the past,male & own,0
799,1873693,35,2,9,1549000,single,Low,new vehicle,real estate,existing loans paid back duly till now,male & own,0
800,1513715,54,4,24,1597000,single,Low,education,car or other,critical/pending loans at other banks,male & for free,0
801,1609859,48,4,18,1795000,divorced/separated/married,Low,electronic equipment,real estate,critical/pending loans at other banks,female & rent,0
802,1867602,24,4,20,4272000,divorced/separated/married,Low,FF&E,building society savings agreement/life insurance,critical/pending loans at other banks,female & own,0
803,1631439,35,4,12,976000,single,Low,electronic equipment,car or other,critical/pending loans at other banks,male & own,0
804,1739359,24,2,12,7472000,divorced/separated/married,Low,new vehicle,real estate,existing loans paid back duly till now,female & rent,0
805,1487299,24,1,36,9271000,single,Low,new vehicle,car or other,existing loans paid back duly till now,male & own,1
806,1713111,26,3,6,590000,married/widowed,Low,electronic equipment,real estate,existing loans paid back duly till now,male & own,0
807,1207751,65,4,12,930000,single,Low,electronic equipment,real estate,critical/pending loans at other banks,male & own,0
808,1848913,55,2,42,9283000,single,Low,used vehicle,car or other,all loans at this bank paid back duly,male & for free,0
809,1366939,26,1,15,1778000,divorced/separated/married,Low,new vehicle,real estate,no loans taken/all loans paid back duly,female & rent,1
810,1109861,26,2,8,907000,married/widowed,Low,business,real estate,existing loans paid back duly till now,male & own,0
811,1662902,28,3,6,484000,married/widowed,Low,electronic equipment,real estate,existing loans paid back duly till now,male & own,0
812,1434140,24,4,36,9629000,single,Low,used vehicle,car or other,critical/pending loans at other banks,male & own,1
813,1310244,54,4,48,3051000,single,Low,domestic appliances,car or other,existing loans paid back duly till now,male & own,1
814,1455390,46,4,48,3931000,single,Low,new vehicle,car or other,existing loans paid back duly till now,male & for free,1
815,1436351,54,2,36,7432000,divorced/separated/married,Low,new vehicle,building society savings agreement/life insurance,delay in paying off loans in the past,female & rent,0
816,1771663,62,4,6,1338000,divorced/separated,High,domestic appliances,real estate,existing loans paid back duly till now,male & own,0
817,1646485,24,2,6,1554000,divorced/separated/married,Low,electronic equipment,car or other,critical/pending loans at other banks,female & rent,0
818,1113817,43,3,36,15857000,divorced/separated,Low,used vehicle,car or other,existing loans paid back duly till now,male & own,0
819,1834364,26,3,18,1345000,married/widowed,Low,electronic equipment,real estate,existing loans paid back duly till now,male & own,1
820,1170672,27,2,12,1101000,married/widowed,Low,new vehicle,real estate,existing loans paid back duly till now,male & own,0
821,1300764,24,1,12,3016000,married/widowed,Low,electronic equipment,car or other,existing loans paid back duly till now,male & own,0
822,1725992,41,2,36,2712000,single,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,1
823,1864186,47,4,8,731000,single,Low,new vehicle,real estate,critical/pending loans at other banks,male & own,0
824,1596340,35,2,18,3780000,divorced/separated,Low,FF&E,car or other,critical/pending loans at other banks,male & own,0
825,1226103,30,3,21,1602000,married/widowed,Low,new vehicle,car or other,critical/pending loans at other banks,male & own,0
826,1225173,33,4,18,3966000,divorced/separated/married,Low,new vehicle,real estate,critical/pending loans at other banks,female & rent,1
827,1632164,36,2,18,4165000,single,Low,business,car or other,no loans taken/all loans paid back duly,male & own,1
828,1227188,47,4,36,8335000,single,Low,used vehicle,car or other,existing loans paid back duly till now,male & for free,1
829,1529209,38,4,48,6681000,single,Low,business,car or other,delay in paying off loans in the past,male & for free,0
830,1324304,44,2,24,2375000,single,High,business,car or other,delay in paying off loans in the past,male & own,0
831,1331183,23,3,18,1216000,divorced/separated/married,Low,new vehicle,car or other,existing loans paid back duly till now,female & rent,1
832,1296225,29,4,45,11816000,single,Low,business,car or other,no loans taken/all loans paid back duly,male & rent,1
833,1527920,42,4,24,5084000,divorced/separated/married,Low,electronic equipment,car or other,existing loans paid back duly till now,female & own,0
834,1319710,25,3,15,2327000,divorced/separated/married,Low,electronic equipment,real estate,existing loans paid back duly till now,female & own,1
835,1649832,48,4,12,1082000,single,Low,new vehicle,car or other,no loans taken/all loans paid back duly,male & own,1
836,1282362,21,2,12,886000,divorced/separated/married,Low,electronic equipment,car or other,existing loans paid back duly till now,female & own,0
837,1148187,23,3,4,601000,divorced/separated/married,Low,FF&E,real estate,existing loans paid back duly till now,female & rent,0
838,1609255,63,4,24,2957000,single,Low,used vehicle,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
839,1752833,46,3,24,2611000,married/widowed,Low,electronic equipment,real estate,critical/pending loans at other banks,male & own,0
840,1865216,29,2,36,5179000,single,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,1
841,1313830,28,2,21,2993000,single,Low,used vehicle,real estate,delay in paying off loans in the past,male & own,0
842,1731499,23,4,18,1943000,divorced/separated/married,Low,repair costs,real estate,existing loans paid back duly till now,female & own,1
843,1209302,50,4,24,1559000,single,Low,business,car or other,all loans at this bank paid back duly,male & own,0
844,1714483,47,4,18,3422000,single,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
845,1237910,35,3,21,3976000,single,Low,FF&E,car or other,existing loans paid back duly till now,male & own,0
846,1132898,68,4,18,6761000,single,Low,new vehicle,car or other,existing loans paid back duly till now,male & rent,1
847,1775542,28,2,24,1249000,married/widowed,Low,new vehicle,real estate,existing loans paid back duly till now,male & own,0
848,1591350,59,4,9,1364000,single,Low,electronic equipment,real estate,existing loans paid back duly till now,male & own,0
849,1398582,57,4,12,709000,single,Low,electronic equipment,real estate,existing loans paid back duly till now,male & own,1
850,1596230,33,2,20,2235000,married/widowed,Low,new vehicle,building society savings agreement/life insurance,critical/pending loans at other banks,male & rent,1
851,1785162,43,4,24,4042000,single,Low,used vehicle,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
852,1157193,35,4,15,1471000,single,Low,electronic equipment,car or other,critical/pending loans at other banks,male & for free,0
853,1192570,32,4,18,1442000,single,Low,new vehicle,car or other,all loans at this bank paid back duly,male & for free,1
854,1710864,45,2,36,10875000,single,Low,new vehicle,car or other,delay in paying off loans in the past,male & own,0
855,1566750,33,3,24,1474000,married/widowed,Medium,new vehicle,real estate,existing loans paid back duly till now,male & own,0
856,1902547,40,3,10,894000,divorced/separated/married,Low,career development,building society savings agreement/life insurance,existing loans paid back duly till now,female & own,0
857,1759209,28,2,15,3343000,single,Low,FF&E,car or other,critical/pending loans at other banks,male & for free,0
858,1808244,29,2,15,3959000,divorced/separated/married,Low,new vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,female & own,1
859,1201646,26,2,9,3577000,single,Medium,new vehicle,real estate,existing loans paid back duly till now,male & rent,0
860,1607767,27,2,24,5804000,single,Very high,used vehicle,real estate,critical/pending loans at other banks,male & own,0
861,1330120,28,2,18,2169000,married/widowed,Low,business,car or other,delay in paying off loans in the past,male & own,1
862,1326318,35,4,24,2439000,divorced/separated/married,Low,electronic equipment,real estate,existing loans paid back duly till now,female & own,1
863,1374670,32,2,27,4526000,single,Very high,FF&E,real estate,critical/pending loans at other banks,male & own,0
864,1524976,25,2,10,2210000,single,Low,FF&E,real estate,existing loans paid back duly till now,male & rent,1
865,1883700,20,4,15,2221000,divorced/separated/married,High,FF&E,car or other,existing loans paid back duly till now,female & rent,0
866,1269924,27,1,18,2389000,divorced/separated/married,Low,electronic equipment,car or other,existing loans paid back duly till now,female & own,0
867,1597065,42,4,12,3331000,single,Low,FF&E,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
868,1324619,37,2,36,7409000,single,Low,business,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
869,1215860,24,4,12,652000,divorced/separated/married,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,female & rent,0
870,1425802,40,4,36,7678000,divorced/separated/married,High,FF&E,car or other,delay in paying off loans in the past,female & own,0
871,1777992,46,4,6,1343000,single,Low,new vehicle,real estate,critical/pending loans at other banks,male & own,0
872,1881691,26,1,24,1382000,single,Medium,business,real estate,critical/pending loans at other banks,male & own,0
873,1378093,24,1,15,874000,divorced/separated/married,Low,domestic appliances,real estate,existing loans paid back duly till now,female & own,0
874,1636229,29,2,12,3590000,single,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
875,1578419,40,4,11,1322000,divorced/separated/married,Very high,new vehicle,car or other,critical/pending loans at other banks,female & own,0
876,1860396,36,4,18,1940000,single,Low,electronic equipment,car or other,all loans at this bank paid back duly,male & for free,0
877,1624943,28,2,36,3595000,single,Low,electronic equipment,car or other,existing loans paid back duly till now,male & own,0
878,1620731,27,2,9,1422000,single,Low,new vehicle,car or other,existing loans paid back duly till now,male & for free,1
879,1562605,36,3,30,6742000,single,Low,electronic equipment,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
880,1465475,38,3,24,7814000,single,Low,used vehicle,car or other,existing loans paid back duly till now,male & own,0
881,1321302,48,4,24,9277000,divorced/separated,Low,used vehicle,car or other,existing loans paid back duly till now,male & for free,0
882,1396513,36,4,30,2181000,single,Low,new vehicle,real estate,critical/pending loans at other banks,male & own,0
883,1612911,65,4,18,1098000,divorced/separated/married,Low,electronic equipment,car or other,critical/pending loans at other banks,female & own,0
884,1714860,43,3,24,4057000,divorced/separated,Low,FF&E,car or other,existing loans paid back duly till now,male & own,1
885,1566194,53,4,12,795000,divorced/separated/married,Low,education,building society savings agreement/life insurance,existing loans paid back duly till now,female & own,1
886,1851627,34,3,24,2825000,single,Low,business,car or other,critical/pending loans at other banks,male & own,0
887,1207853,23,2,48,15672000,single,Low,business,car or other,existing loans paid back duly till now,male & own,1
888,1891556,34,4,36,6614000,single,Low,new vehicle,car or other,critical/pending loans at other banks,male & own,0
889,1295527,40,4,28,7824000,single,Low,used vehicle,real estate,all loans at this bank paid back duly,male & rent,0
890,1184172,43,4,27,2442000,single,Low,business,car or other,critical/pending loans at other banks,male & own,0
891,1121429,46,4,15,1829000,single,Low,electronic equipment,car or other,critical/pending loans at other banks,male & own,0
892,1163715,38,4,12,2171000,single,Low,new vehicle,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
893,1851827,34,4,36,5800000,single,Low,used vehicle,car or other,critical/pending loans at other banks,male & own,0
894,1175107,29,3,18,1169000,single,Low,electronic equipment,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
895,1262341,31,2,36,8947000,single,Low,used vehicle,car or other,delay in paying off loans in the past,male & own,0
896,1847909,28,4,21,2606000,divorced/separated/married,Low,electronic equipment,building society savings agreement/life insurance,existing loans paid back duly till now,female & rent,0
897,1627071,35,2,12,1592000,divorced/separated/married,Very high,FF&E,building society savings agreement/life insurance,critical/pending loans at other banks,female & own,0
898,1501276,33,4,15,2186000,divorced/separated/married,Low,FF&E,real estate,existing loans paid back duly till now,female & rent,0
899,1300945,42,3,18,4153000,single,Low,FF&E,car or other,existing loans paid back duly till now,male & own,1
900,1467259,43,4,16,2625000,single,Low,new vehicle,building society savings agreement/life insurance,critical/pending loans at other banks,male & rent,1
901,1621154,44,4,20,3485000,divorced/separated,Low,new vehicle,real estate,critical/pending loans at other banks,male & own,0
902,1546272,42,4,36,10477000,single,Low,used vehicle,car or other,critical/pending loans at other banks,male & for free,0
903,1223571,40,2,15,1386000,married/widowed,Low,electronic equipment,real estate,existing loans paid back duly till now,male & rent,0
904,1344883,36,1,24,1278000,single,Low,electronic equipment,real estate,existing loans paid back duly till now,male & own,0
905,1894721,20,2,12,1107000,single,Low,electronic equipment,real estate,existing loans paid back duly till now,male & rent,0
906,1839877,24,2,21,3763000,single,Low,new vehicle,real estate,existing loans paid back duly till now,male & own,0
907,1792973,27,2,36,3711000,married/widowed,Low,education,car or other,existing loans paid back duly till now,male & own,0
908,1604138,46,2,15,3594000,divorced/separated/married,Low,used vehicle,building society savings agreement/life insurance,delay in paying off loans in the past,female & own,0
909,1165411,33,2,9,3195000,divorced/separated/married,Low,new vehicle,real estate,existing loans paid back duly till now,female & own,0
910,1142707,34,4,36,4454000,divorced/separated/married,Low,electronic equipment,real estate,delay in paying off loans in the past,female & own,0
911,1511482,25,4,24,4736000,divorced/separated/married,Low,FF&E,car or other,critical/pending loans at other banks,female & own,1
912,1506652,25,4,30,2991000,divorced/separated/married,Low,electronic equipment,car or other,existing loans paid back duly till now,female & own,0
913,1690613,28,2,11,2142000,divorced/separated,Very high,business,real estate,existing loans paid back duly till now,male & own,0
914,1341536,31,2,24,3161000,single,Low,business,building society savings agreement/life insurance,all loans at this bank paid back duly,male & rent,1
915,1181133,32,2,48,18424000,divorced/separated/married,Low,used vehicle,building society savings agreement/life insurance,no loans taken/all loans paid back duly,female & own,1
916,1620525,32,2,10,2848000,single,Medium,used vehicle,real estate,existing loans paid back duly till now,male & own,0
917,1316293,68,4,6,14896000,single,Low,new vehicle,car or other,existing loans paid back duly till now,male & own,1
918,1214474,33,1,24,2359000,divorced/separated,Medium,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,1
919,1656780,39,2,24,3345000,single,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,male & rent,1
920,1620879,28,2,18,1817000,divorced/separated/married,Low,FF&E,car or other,critical/pending loans at other banks,female & own,0
921,1277992,37,1,48,12749000,single,High,electronic equipment,car or other,delay in paying off loans in the past,male & own,0
922,1718184,22,4,9,1366000,divorced/separated/married,Low,electronic equipment,building society savings agreement/life insurance,existing loans paid back duly till now,female & rent,1
923,1875017,30,4,12,2002000,single,Low,new vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,male & rent,0
924,1348796,55,1,24,6872000,divorced/separated,Low,FF&E,building society savings agreement/life insurance,all loans at this bank paid back duly,male & own,1
925,1853451,46,2,12,697000,single,Low,new vehicle,car or other,all loans at this bank paid back duly,male & own,1
926,1561011,21,4,18,1049000,divorced/separated/married,Low,FF&E,building society savings agreement/life insurance,critical/pending loans at other banks,female & rent,0
927,1461746,39,4,48,10297000,single,Low,used vehicle,car or other,existing loans paid back duly till now,male & for free,1
928,1708241,58,4,30,1867000,single,Low,electronic equipment,car or other,existing loans paid back duly till now,male & own,0
929,1697111,43,2,12,1344000,single,Low,new vehicle,real estate,delay in paying off loans in the past,male & own,0
930,1629759,24,1,24,1747000,single,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
931,1797093,22,2,9,1670000,divorced/separated/married,Low,electronic equipment,car or other,existing loans paid back duly till now,female & own,1
932,1484251,30,1,9,1224000,single,Low,new vehicle,real estate,critical/pending loans at other banks,male & own,0
933,1224220,42,4,12,522000,single,High,electronic equipment,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
934,1631343,23,1,12,1498000,divorced/separated/married,Low,electronic equipment,car or other,existing loans paid back duly till now,female & own,0
935,1379089,30,3,30,1919000,single,Medium,electronic equipment,car or other,delay in paying off loans in the past,male & own,1
936,1566487,28,2,9,745000,divorced/separated/married,Low,electronic equipment,real estate,existing loans paid back duly till now,female & own,1
937,1324370,30,3,6,2063000,married/widowed,Low,electronic equipment,car or other,existing loans paid back duly till now,male & rent,0
938,1597372,42,4,60,6288000,single,Low,education,car or other,existing loans paid back duly till now,male & for free,1
939,1230532,46,4,24,6842000,single,Low,used vehicle,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
940,1277957,45,3,12,3527000,single,Low,new vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
941,1233898,31,2,10,1546000,single,Low,new vehicle,real estate,existing loans paid back duly till now,male & own,0
942,1903505,31,2,24,929000,single,Low,FF&E,car or other,existing loans paid back duly till now,male & own,0
943,1838598,42,1,4,1455000,single,Low,new vehicle,real estate,critical/pending loans at other banks,male & own,0
944,1420837,46,1,15,1845000,divorced/separated/married,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,female & rent,0
945,1106411,30,1,48,8358000,divorced/separated/married,High,new vehicle,car or other,no loans taken/all loans paid back duly,female & own,0
946,1855489,30,4,24,3349000,single,High,FF&E,car or other,all loans at this bank paid back duly,male & for free,1
947,1830446,38,4,12,2859000,single,Low,new vehicle,car or other,existing loans paid back duly till now,male & own,0
948,1441977,43,1,18,1533000,married/widowed,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,1
949,1856513,31,4,24,3621000,single,Medium,electronic equipment,car or other,existing loans paid back duly till now,male & own,1
950,1406906,40,3,18,3590000,married/widowed,Low,business,car or other,critical/pending loans at other banks,male & own,0
951,1484297,24,1,36,2145000,single,Low,business,car or other,delay in paying off loans in the past,male & own,1
952,1740610,28,4,24,4113000,divorced/separated/married,High,used vehicle,car or other,existing loans paid back duly till now,female & rent,1
953,1297322,26,2,36,10974000,divorced/separated/married,Low,FF&E,car or other,existing loans paid back duly till now,female & own,1
954,1794786,29,4,12,1893000,divorced/separated/married,Low,new vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,female & own,0
955,1843702,57,4,24,1231000,divorced/separated/married,Very high,electronic equipment,building society savings agreement/life insurance,critical/pending loans at other banks,female & rent,0
956,1853266,49,4,30,3656000,single,Low,electronic equipment,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
957,1584434,37,4,9,1154000,single,Low,electronic equipment,real estate,critical/pending loans at other banks,male & own,0
958,1622389,45,2,28,4006000,single,Low,new vehicle,car or other,existing loans paid back duly till now,male & own,1
959,1601048,30,4,24,3069000,single,Medium,FF&E,car or other,existing loans paid back duly till now,male & for free,0
960,1210748,30,2,6,1740000,married/widowed,Low,electronic equipment,real estate,critical/pending loans at other banks,male & rent,0
961,1584674,47,4,21,2353000,divorced/separated,Low,new vehicle,building society savings agreement/life insurance,delay in paying off loans in the past,male & own,0
962,1773509,29,2,15,3556000,single,Low,new vehicle,car or other,existing loans paid back duly till now,male & own,0
963,1315873,35,2,24,2397000,single,High,electronic equipment,car or other,existing loans paid back duly till now,male & own,1
964,1659170,22,1,6,454000,married/widowed,Low,repair costs,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
965,1161027,26,1,30,1715000,divorced/separated/married,Low,electronic equipment,car or other,existing loans paid back duly till now,female & own,0
966,1666331,23,2,27,2520000,single,High,electronic equipment,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,1
967,1853070,54,2,15,3568000,divorced/separated/married,Low,electronic equipment,car or other,existing loans paid back duly till now,female & rent,0
968,1355404,29,4,42,7166000,married/widowed,Low,electronic equipment,building society savings agreement/life insurance,existing loans paid back duly till now,male & rent,0
969,1655259,40,2,11,3939000,single,Low,new vehicle,real estate,critical/pending loans at other banks,male & own,0
970,1662480,22,2,15,1514000,single,Medium,repair costs,real estate,existing loans paid back duly till now,male & own,0
971,1637827,43,4,24,7393000,single,Low,new vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
972,1107910,29,4,24,1193000,divorced/separated/married,Low,new vehicle,car or other,all loans at this bank paid back duly,female & rent,1
973,1286651,36,4,60,7297000,single,Low,business,car or other,existing loans paid back duly till now,male & rent,1
974,1386565,33,2,30,2831000,divorced/separated/married,Low,electronic equipment,car or other,critical/pending loans at other banks,female & own,0
975,1782237,57,3,24,1258000,divorced/separated/married,High,electronic equipment,car or other,existing loans paid back duly till now,female & own,0
976,1755205,64,3,6,753000,divorced/separated/married,Low,electronic equipment,real estate,existing loans paid back duly till now,female & own,0
977,1570934,42,2,18,2427000,single,Low,business,building society savings agreement/life insurance,delay in paying off loans in the past,male & own,0
978,1825579,47,4,24,2538000,single,Low,new vehicle,car or other,delay in paying off loans in the past,male & own,1
979,1705740,25,2,15,1264000,married/widowed,Medium,new vehicle,building society savings agreement/life insurance,all loans at this bank paid back duly,male & rent,1
980,1466304,49,2,30,8386000,single,Low,FF&E,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,1
981,1880388,33,2,48,4844000,single,Low,business,car or other,existing loans paid back duly till now,male & rent,1
982,1782965,28,1,21,2923000,divorced/separated/married,Medium,new vehicle,car or other,existing loans paid back duly till now,female & own,0
983,1775563,26,2,36,8229000,single,Low,used vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,1
984,1355517,30,2,24,2028000,single,Low,FF&E,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
985,1490831,25,3,15,1433000,divorced/separated/married,Low,FF&E,building society savings agreement/life insurance,critical/pending loans at other banks,female & rent,0
986,1902571,33,1,42,6289000,divorced/separated,Low,business,building society savings agreement/life insurance,no loans taken/all loans paid back duly,male & own,0
987,1555553,64,4,13,1409000,divorced/separated/married,Medium,electronic equipment,real estate,existing loans paid back duly till now,female & own,0
988,1633096,29,2,24,6579000,single,Low,used vehicle,car or other,existing loans paid back duly till now,male & for free,0
989,1866309,48,2,24,1743000,single,Low,electronic equipment,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
990,1354034,37,1,12,3565000,single,Low,education,building society savings agreement/life insurance,critical/pending loans at other banks,male & own,0
991,1365267,34,4,15,1569000,single,Medium,electronic equipment,car or other,all loans at this bank paid back duly,male & own,0
992,1237705,23,4,18,1936000,married/widowed,Low,electronic equipment,car or other,existing loans paid back duly till now,male & rent,0
993,1609685,30,3,36,3959000,single,Low,FF&E,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
994,1615010,50,3,12,2390000,single,Low,new vehicle,car or other,existing loans paid back duly till now,male & own,0
995,1880194,31,4,12,1736000,divorced/separated/married,Low,FF&E,real estate,existing loans paid back duly till now,female & own,0
996,1114064,40,4,30,3857000,divorced/separated,Low,used vehicle,building society savings agreement/life insurance,existing loans paid back duly till now,male & own,0
997,1758046,38,4,12,804000,single,Low,electronic equipment,car or other,existing loans paid back duly till now,male & own,0
998,1824545,23,4,45,1845000,single,Low,electronic equipment,car or other,existing loans paid back duly till now,male & for free,1
999,1660770,27,4,45,4576000,single,Medium,used vehicle,car or other,critical/pending loans at other banks,male & own,0
